Term,df,offset
southern,4,28590
southwestern,1,28594
souvenir,1,28595
soviet,3,28596
sox,1,28599
sp,2,28600
space,9,28602
spaceball,1,28611
spacecraft,2,28612
spacescape,1,28614
spaceship,4,28615
spade,2,28619
spaghetti,2,28621
spalding,1,28623
spanked,1,28624
spano,1,28625
spare,2,28626
sparkler,2,28628
sparkling,1,28630
spat,1,28631
speak,5,28632
speaker,1,28637
speaking,3,28638
special,17,28641
specializing,5,28658
specific,1,28663
specifically,2,28664
spectacular,3,28666
spectrum,1,28669
speculation,1,28670
specy,1,28671
speech,5,28672
speeche,2,28677
speed,2,28679
speeder,1,28681
spelling,2,28682
spend,13,28684
spending,2,28697
spent,6,28699
spetter,1,28705
spider,1,28706
spiel,1,28707
spielberg,6,28708
spielburg,1,28714
spike,1,28715
spindly,1,28716
spiral,1,28717
spirit,6,28718
spirited,1,28724
spiritual,2,28725
spite,7,28727
splattered,1,28734
splicer,1,28735
split,2,28736
splitting,2,28738
spoil,1,28740
spoiled,2,28741
spoiler,6,28743
spoiling,2,28749
spoken,3,28751
sponge,1,28754
spoof,1,28755
spoofing,1,28756
sport,5,28757
sportsman,1,28762
spot,3,28763
spotlight,1,28766
spouting,2,28767
sprawl,1,28769
spread,4,28770
spring,2,28774
spurning,1,28776
spy,6,28777
square,1,28783
squeaky,1,28784
squeezing,1,28785
st,1,28786
stabbed,1,28787
staccato,1,28788
stacy,1,28789
staff,2,28790
stage,5,28792
staged,1,28797
staggering,1,28798
stagnation,1,28799
stahl,1,28800
staid,1,28801
stake,1,28802
stakeout,1,28803
stale,2,28804
stalking,2,28806
stallion,1,28808
stallone,1,28809
stan,1,28810
stance,1,28811
stand,11,28812
standard,16,28823
standing,2,28839
stanly,1,28841
staple,3,28842
stapleton,1,28845
star,29,28846
stardom,1,28875
staring,1,28876
starred,3,28877
starring,7,28880
starship,1,28887
start,23,28888
started,6,28911
starting,1,28917
state,4,28918
stated,120,28922
statement,7,29042
static,1,29049
stating,1,29050
station,8,29051
statue,2,29059
statuette,1,29061
stature,2,29062
status,1,29064
stay,4,29065
stayed,1,29069
steady,1,29070
steal,6,29071
stealing,1,29077
steam,1,29078
steamroller,1,29079
steamy,1,29080
steel,1,29081
stefani,1,29082
stelfox,1,29083
step,5,29084
stephen,7,29089
stepmother,1,29096
stepped,1,29097
stereotype,4,29098
stereotyped,2,29102
stereotypical,2,29104
steve,17,29106
steven,6,29123
stick,3,29129
stickler,1,29132
sticky,3,29133
stiff,3,29136
still,29,29139
stilted,3,29168
stimulating,1,29171
stingray,1,29172
stir,3,29173
stirring,1,29176
stock,2,29177
stockbroker,1,29179
stockholder,1,29180
stole,1,29181
stolen,2,29182
stomach,1,29184
stone,4,29185
stood,1,29189
stool,1,29190
stop,16,29191
stopover,1,29207
store,4,29208
storm,1,29212
story,69,29213
storybook,1,29282
storyline,2,29283
storyteller,1,29285
straddle,1,29286
straight,6,29287
straighten,1,29293
straightened,1,29294
straightening,1,29295
straightforward,2,29296
strain,1,29298
strained,1,29299
straining,1,29300
stranded,2,29301
strange,8,29303
strangelove,1,29311
strangeness,1,29312
stranger,5,29313
strangest,2,29318
stranglehold,1,29320
strapping,1,29321
strategy,1,29322
straw,1,29323
straying,1,29324
streak,1,29325
stream,2,29326
streep,1,29328
street,12,29329
strength,6,29341
stressed,2,29347
stretched,2,29349
strict,2,29351
strike,3,29353
striking,1,29356
string,5,29357
stringing,1,29362
stripe,2,29363
strive,1,29365
strobe,1,29366
stroke,1,29367
stroked,1,29368
strong,8,29369
stronger,2,29377
strongest,1,29379
strongly,4,29380
struck,1,29384
structure,4,29385
structured,1,29389
struggle,3,29390
struggling,2,29393
strummer,1,29395
stuart,3,29396
stuck,1,29399
student,2,29400
studio,5,29402
study,2,29407
studying,1,29409
stuff,11,29410
stuffed,1,29421
stuffy,2,29422
stumble,2,29424
stumbling,1,29426
stunned,1,29427
stunning,1,29428
stunt,5,29429
stunts/special,1,29434
stupefying,1,29435
stupid,16,29436
stupidity,1,29452
sturdy,1,29453
sturge,1,29454
style,14,29455
styled,1,29469
stylish,1,29470
stylishly,1,29471
stylistic,1,29472
stylistically,1,29473
suave,1,29474
sub,6,29475
subconsciously,1,29481
subdued,1,29482
subitled,1,29483
subject,6,29484
subjected,1,29490
subliminal,1,29491
submarine,1,29492
subplot,4,29493
subsequent,1,29497
subservient,1,29498
substance,1,29499
substantively,1,29500
substitute,1,29501
substituting,1,29502
substrate,1,29503
subtext,1,29504
subtitle,2,29505
subtitled,5,29507
subtle,1,29512
subtlety,3,29513
suburb,3,29516
subway,2,29519
succe,1,29521
succeed,2,29522
succeeded,2,29524
succeeding,2,29526
success,8,29528
successful,8,29536
successfully,2,29544
succession,1,29546
successive,1,29547
such,25,29548
suck,1,29573
sudden,2,29574
suddenly,10,29576
sudeste,1,29586
suffer,1,29587
suffered,1,29588
suffering,3,29589
suffice,3,29592
sufficient,2,29595
sufficiently,1,29597
suggest,6,29598
suggested,1,29604
suggestion,2,29605
suicidal,1,29607
suicide,5,29608
suit,9,29613
suitable,1,29622
sullivan,1,29623
sultry,1,29624
sum,1,29625
summarize,2,29626
summarized,1,29628
summary,3,29629
summer,16,29632
summertime,1,29648
sun,36,29649
sundance,1,29685
sunday,1,29686
sundc,2,29687
sung,2,29689
sunk,1,29691
sunlight,1,29692
sunny,1,29693
supe,1,29694
super,11,29695
superb,3,29706
supercop,2,29709
superficial,2,29711
superficially,1,29713
supergirl,1,29714
superhero,1,29715
superhuman,1,29716
superior,1,29717
superman,6,29718
supernatural,3,29724
superspy,1,29727
supervise,1,29728
supplemented,1,29729
supply,2,29730
support,5,29732
supporting,11,29737
suppose,2,29748
supposed,10,29750
supposedly,4,29760
supremely,1,29764
suprised,1,29765
sur,2,29766
sure,19,29768
surely,1,29787
surface,1,29788
surfing,1,29789
surgically,1,29790
surplus,1,29791
surprise,12,29792
surprised,5,29804
surprising,8,29809
surprisingly,4,29817
surrealistic,1,29821
surrogate,1,29822
surround,1,29823
surrounded,2,29824
surrounding,4,29826
survivalist,1,29830
survive,3,29831
survived,1,29834
survivor,1,29835
susan,5,29836
suspect,9,29841
suspected,1,29850
suspend,1,29851
suspended,1,29852
suspense,4,29853
suspenseful,2,29857
suspension,1,29859
sustain,1,29860
sustained,1,29861
suzanne,1,29862
svax,1,29863
sw,1,29864
swannack,1,29865
swansea,1,29866
swanson,1,29867
sweaty,1,29868
sweden,1,29869
sweep,2,29870
sweet,3,29872
swept,2,29875
swimming,3,29877
switch,1,29880
switche,2,29881
switched,1,29883
swoop,1,29884
swordsman,1,29885
swordsmen,1,29886
sydow,1,29887
syllable,1,29888
sylvia,1,29889
symbiosi,1,29890
symbol,3,29891
symbolic,2,29894
symbolically,1,29896
symbolism,2,29897
symbolize,1,29899
symbolized,1,29900
sympathetic,6,29901
sympathizer,1,29907
sympathy,4,29908
symphony,1,29912
synchronized,1,29913
syndicate,1,29914
synthetic,1,29915
syringe,1,29916
system,5,29917
tab,1,29922
table,2,29923
tabloid,2,29925
taboo,1,29927
tacked,1,29928
tact,1,29929
taggart,1,29930
tai,1,29931
tail,1,29932
tailor,1,29933
taiwan,1,29934
taiwanese,1,29935
takagi,1,29936
take,51,29937
taken,10,29988
takeover,1,29998
takeshi,1,29999
taking,14,30000
takita,1,30014
tale,7,30015
talent,8,30022
talented,7,30030
talisman,1,30037
talk,14,30038
talked,2,30052
talking,5,30054
tall,4,30059
tampopo,2,30063
tangential,2,30065
tangibly,1,30067
tangier,1,30068
tank,2,30069
tanned,1,30071
tantalize,1,30072
tap,1,30073
tape,1,30074
target,1,30075
targeted,1,30076
tarp,1,30077
tarry,1,30078
task,5,30079
taste,2,30084
tasteful,1,30086
tasting,1,30087
taught,1,30088
taunt,1,30089
taut,1,30090
taviani,1,30091
tavianni,1,30092
tax,2,30093
taylor,2,30095
tc,13,30097
teach,5,30110
teache,1,30115
teacher,4,30116
teaching,1,30120
team,9,30121
teaming,1,30130
tear,7,30131
tech,3,30138
technical,4,30141
technically,1,30145
technique,2,30146
technology,3,30148
ted,1,30151
teddy,1,30152
tedious,1,30153
teen,4,30154
teenage,1,30158
teenager,5,30159
tektronix,1,30164
telegraph,1,30165
telegraphed,1,30166
television,8,30167
tell,25,30175
teller,1,30200
telling,11,30201
temper,1,30212
tempered,2,30213
temple,1,30215
temporary,1,30216
temptation,2,30217
tempted,1,30219
ten,8,30220
tenant,1,30228
tend,12,30229
tended,1,30241
tendency,3,30242
tender,1,30245
tenet,1,30246
tenni,1,30247
tense,3,30248
tension,4,30251
tent,1,30255
tenth,2,30256
teri,1,30258
term,6,30259
terminal,1,30265
terminator,5,30266
terrain,1,30271
terrestrial,1,30272
terrible,4,30273
terrific,2,30277
terrifically,1,30279
territory,2,30280
terrorized,1,30282
terry,2,30283
test,1,30285
tet,2,30286
tex,1,30288
texa,4,30289
texture,2,30293
tgif,1,30295
thailand,1,30296
than,65,30297
thank,6,30362
thankfully,1,30368
that,116,30369
theater,17,30485
theatre,8,30502
theatrical,5,30510
theft,1,30515
their,53,30516
them,47,30569
theme,8,30616
themselve,8,30624
then,43,30632
therapy,1,30675
there,80,30676
thereby,2,30756
therefore,1,30758
these,38,30759
they,91,30797
thi,113,30888
thick,2,31001
thigh,1,31003
thin,6,31004
thing,40,31010
think,45,31050
thinker,2,31095
thinking,9,31097
third,11,31106
thirteen,1,31117
thirty,6,31118
thoma,1,31124
thomerson,1,31125
thompson,1,31126
thoroughly,1,31127
those,31,31128
though,38,31159
thought,28,31197
thread,2,31225
threat,2,31227
threatened,5,31229
threatening,1,31234
three,35,31235
threefold,2,31270
thrill,1,31272
thrilled,1,31273
thriller,7,31274
throat,1,31281
throne,1,31282
through,42,31283
throughout,12,31325
throw,6,31337
throwaway,5,31343
throwback,1,31348
throwing,2,31349
thrown,7,31351
thrust,1,31358
thuan,1,31359
thug,2,31360
thumb,4,31362
thunder,2,31366
thunderball,1,31368
thunderbird,1,31369
thunderstorm,1,31370
thus,7,31371
thwarted,1,31378
ticket,1,31379
ticking,1,31380
tide,1,31381
tidof,1,31382
tie,1,31383
tied,3,31384
tight,3,31387
tighten,1,31390
tighter,1,31391
tightly,1,31392
tijuana,1,31393
tilley,1,31394
tim,2,31395
time,73,31397
timely,1,31470
timing,1,31471
timm,1,31472
timothy,3,31473
tin,4,31476
tiny,3,31480
tip,1,31483
tire,2,31484
tired,2,31486
tissue,1,31488
title,17,31489
titled,3,31506
tm,1,31509
tml,1,31510
to,120,31511
tobey,1,31631
toboggan,1,31632
toby,1,31633
tod,1,31634
today,6,31635
toddled,1,31641
together,15,31642
toho,1,31657
tokyo,1,31658
told,14,31659
tolerance,1,31673
tolerant,1,31674
tolerate,1,31675
tom,4,31676
toma,1,31680
tomlin,1,31681
tomorrow,1,31682
ton,1,31683
tone,9,31684
tongue,6,31693
tonino,1,31699
tonk,1,31700
tonto,1,31701
tony,4,31702
too,52,31706
took,9,31758
toole,1,31767
toothpaste,1,31768
top,8,31769
topic,3,31777
tormenting,1,31780
torn,5,31781
tornado,1,31786
torture,1,31787
toss,1,31788
tossed,2,31789
tossing,1,31791
total,3,31792
totality,2,31795
totally,6,31797
toting,1,31803
toto,1,31804
touch,5,31805
touche,8,31810
touching,2,31818
touchstone,1,31820
tough,8,31821
touring,1,31829
tow,1,31830
toward,6,31831
towel,1,31837
town,17,31838
towner,2,31855
townsend,2,31857
toxic,2,31859
toy,1,31861
track,6,31862
tracking,1,31868
trade,2,31869
trademark,1,31871
trading,1,31872
tradition,5,31873
traditional,3,31878
traditionally,1,31881
tragedy,4,31882
tragic,4,31886
tragically,1,31890
trail,1,31891
trailer,3,31892
train,2,31895
training,5,31897
trait,2,31902
trance,1,31904
trancer,1,31905
tranq,1,31906
transcend,1,31907
transform,1,31908
transformation,2,31909
transforming,1,31911
transition,2,31912
translated,2,31914
translating,1,31916
translation,1,31917
transmission,1,31918
transmit,1,31919
transmitted,1,31920
transmitter,1,31921
transmute,1,31922
transparent,1,31923
transsexual,1,31924
trap,2,31925
trapped,1,31927
trapping,1,31928
trash,2,31929
trashed,1,31931
traumatic,1,31932
travel,4,31933
travelogue,1,31937
treacherous,1,31938
tread,2,31939
treasure,2,31941
treasury,2,31943
treat,5,31945
treated,5,31950
treatment,4,31955
tree,2,31959
trek,1,31961
tremendously,1,31962
trend,2,31963
trey,1,31965
triage,1,31966
trial,3,31967
triangle,1,31970
tribulation,1,31971
tribute,2,31972
trick,2,31974
tried,7,31976
trigger,1,31983
trilogy,2,31984
trim,1,31986
trip,8,31987
tripe,1,31995
tripped,2,31996
triumph,3,31998
trivial,1,32001
trodden,1,32002
trog,1,32003
tromaville,1,32004
trooper,1,32005
trophy,1,32006
trouble,9,32007
troupe,1,32016
truck,4,32017
trucker,1,32021
trudge,1,32022
true,17,32023
true/three,1,32040
truly,10,32041
trust,1,32051
truth,3,32052
trwrb,1,32055
try,13,32056
trying,23,32069
trysting,1,32092
tselio,1,32093
tsk,1,32094
tsun,1,32095
tsutomu,1,32096
tub,1,32097
tube,1,32098
tuck,2,32099
tucker,1,32101
tune,1,32102
tunnel,2,32103
tunneling,1,32105
turkey,1,32106
turmoil,1,32107
turn,32,32108
turned,12,32140
turning,2,32152
turtle,1,32154
tv,23,32155
twain,1,32178
twelve,2,32179
twentieth,2,32181
twenty,4,32183
twice,5,32187
twilight,2,32192
twist,8,32194
two,58,32202
ty,2,32260
tyke,1,32262
type,10,32263
typewriter,1,32273
typical,4,32274
typically,2,32278
tyrannical,1,32280
tyrone,1,32281
tyson,1,32282
ucar,1,32283
ucbvax,13,32284
uchida,1,32297
ucla,2,32298
ucsd,2,32300
ufo,1,32302
ugh,1,32303
ugly,6,32304
uicsrd,1,32310
uiuc,2,32311
uiucdc,1,32313
ukg,1,32314
ukma,1,32315
ultimate,5,32316
ultimately,3,32321
um,1,32324
un,1,32325
unable,1,32326
unadulterated,1,32327
unarmed,1,32328
unattached,1,32329
unattractive,1,32330
unavailable,1,32331
unavoidable,1,32332
unbelievable,3,32333
unbelieveable,1,32336
unbiased,1,32337
uncanny,1,32338
unceremoniously,1,32339
uncertainty,1,32340
unchanged,1,32341
uncle,4,32342
unclear,1,32346
uncomfortable,2,32347
unconscious,1,32349
unconsicous,1,32350
uncontrollably,1,32351
unconvincing,1,32352
uncover,1,32353
uncovered,2,32354
uncredited,1,32356
undead,1,32357
undefinable,1,32358
undeniably,1,32359
under,13,32360
undercover,1,32373
underdog,1,32374
undergoing,1,32375
underhanded,1,32376
underlining,1,32377
underlying,1,32378
underneath,4,32379
underpant,1,32383
underside,1,32384
understand,8,32385
understandably,1,32393
understanding,2,32394
understated,3,32396
understatedly,1,32399
understood,1,32400
undertone,1,32401
underworld,1,32402
undiscovered,1,32403
undoubtedly,2,32404
unemployed,1,32406
unerring,1,32407
unerringly,1,32408
uneven,3,32409
unexceptional,1,32412
unexpected,3,32413
unexpectedly,1,32416
unexplainable,1,32417
unexplained,1,32418
unfair,1,32419
unfaithfully,1,32420
unfamiliar,3,32421
unfolded,1,32424
unfolding,1,32425
unforgettable,1,32426
unforgivable,1,32427
unfortunate,3,32428
unfortunately,11,32431
uniform,1,32442
uninspired,1,32443
unintentionally,2,32444
uninteresting,2,32446
union,1,32448
unique,3,32449
uniquely,1,32452
unit,3,32453
united,3,32456
universal,2,32459
universe,2,32461
university,1,32463
unix,1,32464
unkillable,1,32465
unknown,6,32466
unknown/forgotten,1,32472
unless,120,32473
unlike,4,32593
unlikeliest,1,32597
unlikely,5,32598
unloaded,1,32603
unmatched,1,32604
unnatural,2,32605
unnecessary,2,32607
unnoticed,3,32609
unoriginal,1,32612
unpacked,1,32613
unpleasant,2,32614
unprecedented,1,32616
unpredictable,1,32617
unreal,1,32618
unrealistic,3,32619
unreality,1,32622
unrecognized,2,32623
unrecovered,1,32625
unrelated,1,32626
unrelenting,1,32627
unrequired,1,32628
unrestrained,1,32629
unruly,1,32630
unscrupulous,1,32631
unstable,1,32632
unstoppable,2,32633
unsung,1,32635
unsuspecting,1,32636
unsympathetic,1,32637
until,23,32638
untouchable,6,32661
unusual,7,32667
unusually,1,32674
unwilling,1,32675
unwritten,1,32676
up,85,32677
up/thumb,1,32762
updated,3,32763
updating,2,32766
updike,2,32768
upgrade,1,32770
uphold,1,32771
upon,8,32772
upper,2,32780
uproariously,2,32782
upsmanship,1,32784
upstate,1,32785
upstill,3,32786
upward,1,32789
uranium,1,32790
urban,1,32791
urge,2,32792
urine,1,32794
url,120,32795
urn,1,32915
us,31,32916
usa,7,32947
usa/italy,1,32954
use,22,32955
used,25,32977
useful,1,33002
useless,1,33003
usenet,1,33004
using,10,33005
usual,8,33015
usually,19,33023
utility,1,33042
utter,1,33043
utterly,2,33044
uucp,35,33046
uw,28,33081
uzi,1,33109
va,10,33110
vacant,1,33120
vacation,2,33121
vacationing,1,33123
vagrant,1,33124
vague,3,33125
vaguely,3,33128
vainly,1,33131
vajna,1,33132
valdez,2,33133
valen,2,33135
valenzuela,1,33137
valid,1,33138
valium,1,33139
valkyrie,1,33140
valley,1,33141
valuable,2,33142
value,11,33144
vampire,1,33155
vampirism,2,33156
van,3,33158
vanessa,2,33161
vanquish,1,33163
vapid,1,33164
variation,2,33165
variety,4,33167
various,10,33171
vary,1,33181
vase,1,33182
vast,1,33183
vat,1,33184
vaudeville,1,33185
vc,1,33186
ve,31,33187
veer,1,33218
vegetarian,1,33219
vehicle,6,33220
velcro,1,33226
velvet,2,33227
vendor,2,33229
venerable,1,33231
vengeance,1,33232
venus,1,33233
verbal,1,33234
verge,1,33235
vergeﬂt,1,33236
verhoeven,2,33237
verification,1,33239
verite,1,33240
vermin,1,33241
versa,1,33242
versatility,1,33243
version,10,33244
vertically,1,33254
very,69,33255
vet,1,33324
veteran,1,33325
vh,1,33326
via,3,33327
vicariously,1,33330
vice,3,33331
vichy,1,33334
vicinity,1,33335
vicious,2,33336
victim,1,33338
victor,3,33339
victor/victoria,1,33342
victorious,1,33343
video,9,33344
videocassette,2,33353
videotape,1,33355
vietnam,6,33356
vietnamese,2,33362
view,11,33364
viewed,1,33375
viewer,13,33376
viewing,5,33389
viewpoint,2,33394
vigilante,1,33396
vignette,2,33397
vile,1,33399
village,8,33400
villager,3,33408
villain,9,33411
villainous,1,33420
villainy,1,33421
vincent,2,33422
vintage,1,33424
violated,1,33425
violence,12,33426
violent,5,33438
virgil,1,33443
virgin,1,33444
virtual,1,33445
virtually,1,33446
virtue,4,33447
visa,1,33451
visage,1,33452
visible,1,33453
vision,4,33454
visit,9,33458
visited,1,33467
visiting,2,33468
visual,6,33470
visually,2,33476
vital,2,33478
vittorio,1,33480
vivid,1,33481
vixen,1,33482
vocabulary,1,33483
voice,9,33484
voiceover,1,33493
void,1,33494
volcano,1,33495
voluntarily,1,33496
volunteer,2,33497
vomit,3,33499
von,3,33502
voodoo,4,33505
vortex,1,33509
vote,1,33510
voyage,6,33511
w/o,1,33517
wach,1,33518
wacky,1,33519
waffling,1,33520
wagner,1,33521
wagon,2,33522
wait,7,33524
waiter,1,33531
waiting,6,33532
wake,3,33538
wale,1,33541
walk,4,33542
walked,2,33546
walking,2,33548
wall,6,33550
wallace,1,33556
wallpaperer,1,33557
wally,1,33558
walnut,1,33559
walon,1,33560
walsh,1,33561
walter,7,33562
walton,1,33569
wambaugh,1,33570
wander,3,33571
wandering,1,33574
wane,1,33575
wanna,1,33576
want,30,33577
wanted,8,33607
wanting,2,33615
war,21,33617
warehouse,1,33638
wargame,2,33639
warlock,1,33641
warm,1,33642
warmerdam,1,33643
warmth,1,33644
warn,1,33645
warner,1,33646
warning,6,33647
warren,4,33653
warring,1,33657
warrior,6,33658
wartime,1,33664
wary,1,33665
washed,1,33666
washing,1,33667
washington,1,33668
wasn,11,33669
waste,5,33680
wasted,3,33685
watanabo,1,33688
watch,14,33689
watchable,1,33703
watched,5,33704
watching,16,33709
water,4,33725
watered,1,33729
waterfront,1,33730
wave,5,33731
wax,2,33736
way,59,33738
wayne,4,33797
wayward,1,33801
we,62,33802
weak,6,33864
weakest,4,33870
weakling,1,33874
weakness,3,33875
weaknesse,1,33878
wealthy,1,33879
weaned,1,33880
weapon,8,33881
wear,4,33889
wearier,1,33893
wearing,2,33894
weather,3,33896
weave,2,33899
weaver,1,33901
weaving,1,33902
webb,1,33903
wedding,1,33904
wee,5,33905
weed,1,33910
week,10,33911
weekend,2,33921
weekly,1,33923
weight,2,33924
weir,1,33926
weird,3,33927
weirder,1,33930
weirdness,2,33931
weirdo,1,33933
welcome,1,33934
well,64,33935
welle,2,33999
weller,3,34001
welsh,1,34004
welshed,1,34005
went,14,34006
were,56,34020
weren,2,34076
wertmuller,1,34078
west,6,34079
western,8,34085
wet,3,34093
what,79,34096
whatever,4,34175
whatsoever,1,34179
whazoo,1,34180
wheel,1,34181
wheeled,1,34182
wheeler,1,34183
whenever,5,34184
wherein,1,34189
wherever,1,34190
whether,8,34191
whey,1,34199
which,66,34200
while,47,34266
whim,1,34313
whimper,1,34314
whiner,1,34315
whiney,1,34316
whip,1,34317
whiplash,1,34318
whisper,1,34319
whit,1,34320
white,10,34321
whoever,2,34331
whole,18,34333
whoopi,1,34351
whorehouse,1,34352
whose,19,34353
wicked,2,34372
wickedly,1,34374
wide,6,34375
widow,2,34381
widowed,1,34383
widower,1,34384
wiener,1,34385
wife,17,34386
wild,7,34403
wildest,1,34410
wildly,1,34411
will,50,34412
willi,4,34462
william,10,34466
willie,1,34476
willing,3,34477
willingness,1,34480
wilson,3,34481
wimp,1,34484
win,4,34485
wince,1,34489
winchell,1,34490
wind,7,34491
window,3,34498
winery,1,34501
wing,2,34502
winged,1,34504
winky,1,34505
winner,2,34506
winning,4,34508
wiped,1,34512
wiping,1,34513
wire,2,34514
wisconsin,1,34516
wisdom,2,34517
wish,6,34519
wishe,6,34525
wished,2,34531
wishing,3,34533
wit,5,34536
witch,3,34541
witchcraft,1,34544
witche,3,34545
withdrawn,1,34548
withering,1,34549
without,32,34550
witness,1,34582
witnesse,1,34583
witnessed,1,34584
witty,5,34585
wive,1,34590
wizard,2,34591
woke,1,34593
wolfen,1,34594
wolfgang,1,34595
woman,25,34596
woman/black,1,34621
woman/lone,1,34622
womanhood,1,34623
womb,1,34624
women,16,34625
won,3,34641
wonder,12,34644
wondered,2,34656
wonderful,17,34658
wonderfully,2,34675
wondering,4,34677
wong,1,34681
woo,2,34682
wood,3,34684
wooden,4,34687
woodenhead,1,34691
woods%ncar,1,34692
woodsman,1,34693
woodward,2,34694
woody,2,34696
wookie,1,34698
wooky,1,34699
word,18,34700
wording,1,34718
wordplay,1,34719
wore,2,34720
work,43,34722
worked,9,34765
working,11,34774
workload,1,34785
world,32,34786
worldly,2,34818
worried,3,34820
worry,3,34823
worse,3,34826
worsen,1,34829
worsening,1,34830
worshiper,1,34831
worshiping,1,34832
worst,9,34833
worth,21,34842
worthwhile,1,34863
worthy,2,34864
would,62,34866
wouldn,8,34928
wound,2,34936
wrapped,1,34938
wrecklessly,1,34939
wrestler,1,34940
wrestling,3,34941
wretched,1,34944
wringing,1,34945
writ,1,34946
write,9,34947
writer,12,34956
writer/director,2,34968
writer/producer,1,34970
writing,9,34971
written,11,34980
wrong,14,34991
wrote,12,35005
wry,2,35017
ww,1,35019
wyler,1,35020
xxxxxxxx,1,35021
yakusho,1,35022
yamazaki,1,35023
yanked,1,35024
yaqui,1,35025
ye,10,35026
yeah,6,35036
year,50,35042
yearly,1,35092
yearning,1,35093
yee,1,35094
yell,1,35095
yelled,1,35096
yelling,2,35097
yellow,1,35099
yet,20,35100
yip,1,35120
yo,1,35121
yock,1,35122
yoda,2,35123
yojira,1,35125
yok,2,35126
yon,1,35128
yoram,1,35129
yore,2,35130
york,8,35132
you,85,35140
young,24,35225
younger,5,35249
your,32,35254
yourself,7,35286
youth,1,35293
youthful,1,35294
yuk,2,35295
yumi,1,35297
yuppie,2,35298
yuya,1,35300
yve,1,35301
zany,1,35302
zealand,1,35303
zefferelli,1,35304
zelig,1,35305
zev,1,35306
zindel,1,35307
zipper,1,35308
zone,2,35309
zoot,2,35311
zuehlke,1,35313
zuela,1,35314
zuiderhock,1,35315
